source_record_id,unit_raw,population_raw,normalized_unit,normalized_population,context_compatible,review_reasons,datasource_period_raw
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_2,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_3,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_4,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_5,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_6,%,All patients,percent,all patients,true,[],In house data collection  / April 1 2023 to December 31 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_7,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_8,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_9,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_10,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_11,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_12,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_13,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_14,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_15,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_16,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_17,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_18,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_19,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_20,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_21,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_22,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_23,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_24,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_25,Number,Worker,count,worker,true,[],In house data collection  / F2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_26,Number,Worker,count,worker,true,[],In house data collection  / F2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_27,90th percentile,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]","CIHI NACRS / For ERNI hospitals: December 1, 2022, to November 30, 2023, in alignment with the P4R program"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_28,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_29,Number,ED patients,count,ed patients,true,[],CIHI NACRS / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_30,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_31,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_32,%,All surgical procedures,percent,all surgical procedures,true,[],In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_33,%,All surgical procedures,percent,all surgical procedures,true,[],In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_34,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_35,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_36,Number,ALC patients,count,alc patients,true,[],In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_37,Number,ALC patients,count,alc patients,true,[],In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_38,Number,ALC patients,count,alc patients,true,[],In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_39,Other,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_40,Other,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_41,Other,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_42,Other,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_43,Other,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",In house data collection  / Q3 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_44,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_45,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_46,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_47,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_48,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_49,Rate,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",In house data collection  / January to December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_50,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / January to December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_51,%,Survey respondents,percent,survey respondents,true,[],In-house survey / January to December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_52,%,Survey respondents,percent,survey respondents,true,[],In-house survey / January to December
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_53,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_54,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_55,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_56,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_57,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_58,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_59,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_60,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_61,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Total fiscal year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_62,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Total fiscal year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_63,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_64,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_65,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_66,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_67,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_68,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_69,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_70,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_71,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_72,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_73,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_74,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_75,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_76,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_77,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_78,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_79,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_80,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_81,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_82,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_83,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_84,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_85,%,Staff,percent,staff,true,[],"In house data collection  / YTD Dec 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_86,Count,ALC patients,count,alc patients,true,[],WTIS / monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_87,Count,ALC patients,count,alc patients,true,[],WTIS / monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_88,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_89,%,Staff,percent,staff,true,[],Local data collection / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_90,Proportion,Patients,proportion,patients,true,[],Local data collection / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_91,Proportion,Maternity Patients,proportion,maternity patients,true,[],Other / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_92,%,All inpatients,percent,all inpatients,true,[],Local data collection / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_93,Count,Staff,count,staff,true,[],Local data collection / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_94,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_95,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_96,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_97,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_98,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_99,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_100,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_101,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_102,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_103,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_104,%,All inpatients,percent,all inpatients,true,[],Local data collection / Jan-Dec
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_105,%,All inpatients,percent,all inpatients,true,[],Local data collection / Jan-Dec
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_106,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_107,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_108,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_109,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_110,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_111,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_112,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_113,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_114,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_115,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_116,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_117,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_118,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_119,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_120,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_121,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_122,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_123,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_124,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_125,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_126,Number,Staff,count,staff,true,[],In house data collection  / 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_127,Number,Staff,count,staff,true,[],In house data collection  / 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_128,Number,Staff,count,staff,true,[],In house data collection  / 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_129,Number,Staff,count,staff,true,[],In house data collection  / 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_130,Number,Staff,count,staff,true,[],In house data collection  / 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_131,Number,All patients,count,all patients,true,[],Hospital collected data / 2024-2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_132,Number,All patients,count,all patients,true,[],Hospital collected data / 2024-2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_133,%,Staff,percent,staff,true,[],In house data collection  / 12 month period.
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_134,%,Staff,percent,staff,true,[],In house data collection  / 12 month period.
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_135,Ratio (No unit),Staff,ratio,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_136,Ratio (No unit),Staff,ratio,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_137,Ratio (No unit),Staff,ratio,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_138,Ratio (No unit),Staff,ratio,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_139,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_140,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_141,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_142,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_143,"Rate per 1,000",All inpatients,rate_per_1000,all inpatients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_144,"Rate per 1,000",All inpatients,rate_per_1000,all inpatients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_145,"Rate per 1,000",All inpatients,rate_per_1000,all inpatients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_146,Number,All inpatients,count,all inpatients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_147,Number,All inpatients,count,all inpatients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_148,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_149,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_150,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_151,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_152,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_153,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_154,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_155,%,All patients,percent,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_156,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_157,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_158,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_159,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_160,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_161,Number,All patients,count,all patients,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_162,Number,Staff,count,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_163,Number,Staff,count,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_164,Number,Staff,count,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_165,Number,Staff,count,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_166,Number,Staff,count,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_167,Number,Staff,count,staff,true,[],Hospital collected data / 2024/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_168,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_169,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_170,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_171,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_172,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_173,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_174,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_175,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_176,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
