observation_id,source_record_id,role,source_column,raw_value,numeric_value,source_status
obs_61e836153714a25cf99f,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_756,current,formatted_progress_value2,12.47,12.47,numeric
obs_0339e82e9d5427d6ebf7,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_757,previous,formatted_current_value2,14.10,14.10,numeric
obs_4e127d08e12bf4046d66,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_757,target,formatted_target_value2,12.69,12.69,numeric
obs_a721f0420a725139d158,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_757,current,formatted_progress_value2,12.47,12.47,numeric
obs_07eb05b2bb4e2a43557b,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_758,previous,formatted_current_value2,8.00,8.00,numeric
obs_7f614b32a69a77c3a011,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_758,target,formatted_target_value2,7.80,7.80,numeric
obs_42d6394d280ba914d449,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_758,current,formatted_progress_value2,5.00,5.00,numeric
obs_09b2d6f26114dc9fb227,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_759,previous,formatted_current_value2,64.60,64.60,numeric
obs_ea2faafe4ce4e446eeaf,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_759,target,formatted_target_value2,75.00,75.00,numeric
obs_82826fae5584c3bab58c,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_759,current,formatted_progress_value2,44.00,44.00,numeric
obs_3db4a54d851c9a300ed3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_760,previous,formatted_current_value2,64.60,64.60,numeric
obs_1d5cddb7d7a77b48c630,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_760,target,formatted_target_value2,75.00,75.00,numeric
obs_5bbb7172787f4b1e2144,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_760,current,formatted_progress_value2,44.00,44.00,numeric
obs_f62db6e0ee55829be305,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_761,previous,formatted_current_value2,5.20,5.20,numeric
obs_a1434d2b7a4d970130b0,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_761,target,formatted_target_value2,5.00,5.00,numeric
obs_00c3e30a3f096a31a478,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_761,current,formatted_progress_value2,5.00,5.00,numeric
obs_44ad0bf7734f1b439712,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_762,previous,formatted_current_value2,CB,,CB
obs_fe881d36d68fb822ecdb,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_762,target,formatted_target_value2,75.00,75.00,numeric
obs_0bf2aba131350ddcc558,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_762,current,formatted_progress_value2,X,,X
obs_51836d3cd0ddff121e9b,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_763,previous,formatted_current_value2,CB,,CB
obs_4e13c54de001bd73c55d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_763,target,formatted_target_value2,85.00,85.00,numeric
obs_6e5c0f6e1e6b9a2ad2a4,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_763,current,formatted_progress_value2,92.50,92.50,numeric
obs_0ab63e5a8a18972480f7,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_764,previous,formatted_current_value2,CB,,CB
obs_c6390458b731105ff9c3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_764,target,formatted_target_value2,90.00,90.00,numeric
obs_b38a4bbe19dc89d9e0b8,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_764,current,formatted_progress_value2,98.00,98.00,numeric
obs_dcbdf4e0092dd44373ba,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_765,previous,formatted_current_value2,19.00,19.00,numeric
obs_3504ac93ff31177e6bd5,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_765,target,formatted_target_value2,29.00,29.00,numeric
obs_d25b83d05b49c3da8aa7,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_765,current,formatted_progress_value2,92.00,92.00,numeric
obs_4dd3c57ddf84837c6ea6,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_766,previous,formatted_current_value2,19.00,19.00,numeric
obs_cb92be5595dbf1c4184d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_766,target,formatted_target_value2,29.00,29.00,numeric
obs_862002932ce38aaa406e,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_766,current,formatted_progress_value2,92.00,92.00,numeric
obs_43c83e6afcd3fcdb8b7e,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_767,previous,formatted_current_value2,19.00,19.00,numeric
obs_96c6181c39eca7a15e09,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_767,target,formatted_target_value2,29.00,29.00,numeric
obs_3cc49f0c775d14ef99b0,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_767,current,formatted_progress_value2,92.00,92.00,numeric
obs_2909e640a00c650b74f5,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_768,previous,formatted_current_value2,15.40,15.40,numeric
obs_11a79f8df394e1d9029b,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_768,target,formatted_target_value2,12.00,12.00,numeric
obs_e34ef0c1b24cb2e720fd,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_768,current,formatted_progress_value2,23.30,23.30,numeric
obs_1803002198db9bc590ef,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_769,previous,formatted_current_value2,15.40,15.40,numeric
obs_288f0562ac5a2e0b3883,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_769,target,formatted_target_value2,12.00,12.00,numeric
obs_a1f4b42985cd7ac86c0e,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_769,current,formatted_progress_value2,23.30,23.30,numeric
obs_21f86c3f5cd2e42dbc5d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_770,previous,formatted_current_value2,15.40,15.40,numeric
obs_69b8f882a073a482bbc1,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_770,target,formatted_target_value2,12.00,12.00,numeric
obs_ca44dbc66910bbe74155,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_770,current,formatted_progress_value2,23.30,23.30,numeric
obs_9c42f37544aee9f8c1a4,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_771,previous,formatted_current_value2,1.00,1.00,numeric
obs_a9d4cb65d1478d0ee5e1,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_771,target,formatted_target_value2,0.00,0.00,numeric
obs_94015d1b579235e0c41d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_771,current,formatted_progress_value2,0.90,0.90,numeric
obs_98060866c11d60d7317e,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_772,previous,formatted_current_value2,1.00,1.00,numeric
obs_4cd66a2235641363452a,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_772,target,formatted_target_value2,0.00,0.00,numeric
obs_27fc3cac528876415aea,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_772,current,formatted_progress_value2,0.90,0.90,numeric
obs_14fddd5f31793f911093,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_773,previous,formatted_current_value2,1.00,1.00,numeric
obs_a9c47401ae70a6d365eb,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_773,target,formatted_target_value2,0.00,0.00,numeric
obs_84c3badfa1bff574ba43,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_773,current,formatted_progress_value2,0.90,0.90,numeric
obs_c4a51161dfcd3bf49194,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_774,previous,formatted_current_value2,5.00,5.00,numeric
obs_afa02e090e339a151e93,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_774,target,formatted_target_value2,4.00,4.00,numeric
obs_ab93100de491e59444ab,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_774,current,formatted_progress_value2,2.00,2.00,numeric
obs_32954600a91501522591,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_775,previous,formatted_current_value2,12.50,12.50,numeric
obs_6b9e12661a96a4e35691,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_775,target,formatted_target_value2,9.50,9.50,numeric
obs_854d94e8033fc2311ed0,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_775,current,formatted_progress_value2,-3.00,-3.00,numeric
obs_8987382f70e7e6d2d102,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_776,previous,formatted_current_value2,12.50,12.50,numeric
obs_9e9d1228054c97d3574b,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_776,target,formatted_target_value2,9.50,9.50,numeric
obs_e60a1c21228e0ebd7079,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_776,current,formatted_progress_value2,-3.00,-3.00,numeric
obs_7040ea566a77087b5aed,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_777,previous,formatted_current_value2,CB,,CB
obs_a2c2ad5dba1cedde09b3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_777,target,formatted_target_value2,6700.00,6700.00,numeric
obs_287bcc3be310aa555eb8,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_777,current,formatted_progress_value2,10262.00,10262.00,numeric
obs_2bad1f97ed51479b1370,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_778,previous,formatted_current_value2,CB,,CB
obs_9fea3cfee92303e8d50e,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_778,target,formatted_target_value2,6700.00,6700.00,numeric
obs_2c75373c199d1a4ddbac,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_778,current,formatted_progress_value2,10262.00,10262.00,numeric
obs_d4f6e863ec530b11a891,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_779,previous,formatted_current_value2,CB,,CB
obs_5ccac283018ac7f895e6,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_779,target,formatted_target_value2,6700.00,6700.00,numeric
obs_1d4aaa2b0d11963bdafb,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_779,current,formatted_progress_value2,10262.00,10262.00,numeric
obs_7749e49a9523313ba9ce,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_780,previous,formatted_current_value2,CB,,CB
obs_1889ba6d79acf90e4aa7,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_780,target,formatted_target_value2,60.00,60.00,numeric
obs_0e3ba5873e1218dab0c8,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_780,current,formatted_progress_value2,45.00,45.00,numeric
obs_9971d8ecbb20cb47c0f7,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_781,previous,formatted_current_value2,CB,,CB
obs_b5fb0c130b07c12d5e03,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_781,target,formatted_target_value2,60.00,60.00,numeric
obs_ff6bd0506820ac15b533,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_781,current,formatted_progress_value2,45.00,45.00,numeric
obs_72375b28e74b99ee84d5,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_782,previous,formatted_current_value2,CB,,CB
obs_6d4b00853529daf91d64,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_782,target,formatted_target_value2,60.00,60.00,numeric
obs_c8d800ba95fff946eb7f,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_782,current,formatted_progress_value2,45.00,45.00,numeric
obs_a39167a3dbb0c970dd3a,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_783,previous,formatted_current_value2,CB,,CB
obs_190300380f5de6ad9f80,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_783,target,formatted_target_value2,60.00,60.00,numeric
obs_918f372251f11b308097,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_783,current,formatted_progress_value2,45.00,45.00,numeric
obs_da547dd96a28c43fefd1,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_784,previous,formatted_current_value2,40.00,40.00,numeric
obs_d25463cfbbe7695fee2a,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_784,target,formatted_target_value2,50.00,50.00,numeric
obs_5a676d42312ef0d538a5,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_784,current,formatted_progress_value2,43.80,43.80,numeric
obs_9e0ca9712c2a52783ea0,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_785,previous,formatted_current_value2,40.00,40.00,numeric
obs_f4036e5ad280bc44b900,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_785,target,formatted_target_value2,50.00,50.00,numeric
obs_ce42b001cc0fd766ed9d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_785,current,formatted_progress_value2,43.80,43.80,numeric
obs_02401b7b9d24ce3c23ba,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_786,previous,formatted_current_value2,40.00,40.00,numeric
obs_c7606faa1255828415fd,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_786,target,formatted_target_value2,50.00,50.00,numeric
obs_b525d611dd647a1774dd,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_786,current,formatted_progress_value2,43.80,43.80,numeric
obs_acf282c156a051ede6b3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_787,previous,formatted_current_value2,CB,,CB
obs_d32c02a39c227dd10876,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_787,target,formatted_target_value2,75.00,75.00,numeric
obs_fcf2f0be34289f395baa,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_787,current,formatted_progress_value2,31.00,31.00,numeric
obs_27e030562b44d74673c9,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_788,previous,formatted_current_value2,CB,,CB
obs_14c70ef63dd0084187c6,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_788,target,formatted_target_value2,75.00,75.00,numeric
obs_6b32e7beb533d26c1772,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_788,current,formatted_progress_value2,31.00,31.00,numeric
obs_9c7b59e08e6a65a01df8,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_789,previous,formatted_current_value2,CB,,CB
obs_8ef1c3a3cd957ece9bc1,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_789,target,formatted_target_value2,CB,,CB
obs_2608ae4f83342575aed2,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_789,current,formatted_progress_value2,31.80,31.80,numeric
obs_e4a9f4a151a61cdb9602,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_790,previous,formatted_current_value2,CB,,CB
obs_a945d79f267d68b9b4b4,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_790,target,formatted_target_value2,CB,,CB
obs_86ca3e7206d24fee3756,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_790,current,formatted_progress_value2,31.80,31.80,numeric
obs_0b8f378c21a0d7639f14,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_791,previous,formatted_current_value2,74.00,74.00,numeric
obs_53245607b5418f0c1b36,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_791,target,formatted_target_value2,80.00,80.00,numeric
obs_a952e495186994e69b13,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_791,current,formatted_progress_value2,79.00,79.00,numeric
obs_f7af13451d534c6b5434,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_792,previous,formatted_current_value2,74.00,74.00,numeric
obs_f6a226a271d28cfe77c1,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_792,target,formatted_target_value2,80.00,80.00,numeric
obs_420ca21552e82279ca08,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_792,current,formatted_progress_value2,79.00,79.00,numeric
obs_b8c443b1d287941931ec,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_793,previous,formatted_current_value2,CB,,CB
obs_0efbce1850259d030276,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_793,target,formatted_target_value2,100.00,100.00,numeric
obs_edbd3154b00bf7911a22,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_793,current,formatted_progress_value2,89.00,89.00,numeric
obs_54d1d0052eb931549c5a,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_794,previous,formatted_current_value2,CB,,CB
obs_4abb6bfe3f03e88f2e91,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_794,target,formatted_target_value2,100.00,100.00,numeric
obs_90b717d4faf102c6cfb6,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_794,current,formatted_progress_value2,89.00,89.00,numeric
obs_e33779fc89e7a364e7c1,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_795,previous,formatted_current_value2,CB,,CB
obs_32230cb4a11c5aa97742,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_795,target,formatted_target_value2,100.00,100.00,numeric
obs_23d7ab24b82556ce6338,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_795,current,formatted_progress_value2,89.00,89.00,numeric
obs_c4073d188a5bdd57c8c3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_796,previous,formatted_current_value2,18.00,18.00,numeric
obs_a8502e0792a50726d462,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_796,target,formatted_target_value2,14.00,14.00,numeric
obs_ea8338dfbf0af75b46f5,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_796,current,formatted_progress_value2,17.80,17.80,numeric
obs_ab78449e51dc504981b6,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_797,previous,formatted_current_value2,18.00,18.00,numeric
obs_e0eda9b4f8725e3d64d4,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_797,target,formatted_target_value2,14.00,14.00,numeric
obs_ad52eedd493c1ce91d5d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_797,current,formatted_progress_value2,17.80,17.80,numeric
obs_463c4fc8d018d9b12743,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_798,previous,formatted_current_value2,18.00,18.00,numeric
obs_1458d4c44f48cca79c38,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_798,target,formatted_target_value2,14.00,14.00,numeric
obs_8caa2fa60947dfd07fff,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_798,current,formatted_progress_value2,17.80,17.80,numeric
obs_4fdd362e96f6b44fb646,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_799,previous,formatted_current_value2,18.00,18.00,numeric
obs_5ca7bf5d631c9f0eddcd,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_799,target,formatted_target_value2,14.00,14.00,numeric
obs_cf559720490ad319f00d,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_799,current,formatted_progress_value2,17.80,17.80,numeric
obs_6543848610fa870a597e,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_800,previous,formatted_current_value2,18.00,18.00,numeric
obs_c76dd5b3816f723e417b,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_800,target,formatted_target_value2,14.00,14.00,numeric
obs_dfe85a2c7b14f87d1613,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_800,current,formatted_progress_value2,17.80,17.80,numeric
obs_fe8503403804b1c0e547,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_801,previous,formatted_current_value2,18.00,18.00,numeric
obs_9ffb1ae0f6e20b547877,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_801,target,formatted_target_value2,14.00,14.00,numeric
obs_9630321cd8c6af33cfed,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_801,current,formatted_progress_value2,17.80,17.80,numeric
obs_34e5031b74342a654546,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_802,previous,formatted_current_value2,18.00,18.00,numeric
obs_d5f07dcdad9cf615c738,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_802,target,formatted_target_value2,14.00,14.00,numeric
obs_e4e3a66fa7030d86d4d3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_802,current,formatted_progress_value2,17.80,17.80,numeric
obs_0197666a113cf2b637e5,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_803,previous,formatted_current_value2,6.10,6.10,numeric
obs_8d288d94f08bbf85f013,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_803,target,formatted_target_value2,5.00,5.00,numeric
obs_fd22c3565f9e64555999,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_803,current,formatted_progress_value2,4.80,4.80,numeric
obs_6f79e6dd7b39110705d3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_804,previous,formatted_current_value2,6414.00,6414.00,numeric
obs_945347b6e4816bd3b074,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_804,target,formatted_target_value2,10.00,10.00,numeric
obs_9fdeacc7db5e64145c42,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_804,current,formatted_progress_value2,5756.00,5756.00,numeric
obs_6102d7d35ca64ba0d721,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_805,previous,formatted_current_value2,6414.00,6414.00,numeric
obs_8785b6b9138003124630,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_805,target,formatted_target_value2,10.00,10.00,numeric
obs_5408fc983e04b1cae6a3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_805,current,formatted_progress_value2,5756.00,5756.00,numeric
obs_49f1a9189db22bd75b1c,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_806,previous,formatted_current_value2,6414.00,6414.00,numeric
obs_b145ea82fe1647f926f3,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_806,target,formatted_target_value2,10.00,10.00,numeric
obs_e18308d490e520130477,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_806,current,formatted_progress_value2,5756.00,5756.00,numeric
obs_5423aceeb31c8a4f66dd,file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_807,previous,formatted_current_value2,6414.00,6414.00,numeric
